Date,EURUSD_Open,EURUSD_High,EURUSD_Low,EURUSD_Close,EURUSD_Volume,GBPUSD_Open,GBPUSD_High,GBPUSD_Low,GBPUSD_Close,GBPUSD_Volume,GOLD_Open,GOLD_High,GOLD_Low,GOLD_Close,GOLD_Volume,OIL_Open,OIL_High,OIL_Low,OIL_Close,OIL_Volume,FED_RATE,INFLATION,USD_INDEX,VIX,US10Y_YIELD,POLICY_EVENT,POLICY_TYPE,POLICY_DESCRIPTION,POLICY_SEVERITY,POLICY_ASSETS,POLICY_PERIOD,PERIOD
2018-01-16,1.2269939184188845,1.2281240224838257,1.2196757793426514,1.2268433570861816,0.0,1.3793864250183103,1.380643367767334,1.3742681741714478,1.379824161529541,0.0,1331.0999755859375,1335.4000244140625,1331.0,1335.4000244140625,13.0,64.43000030517578,64.88999938964844,63.38999938964844,63.72999954223633,867771.0,1.41,248.859,108.3218,11.66,2.54,0,,,,,,TRAIN
2018-01-17,1.227144479751587,1.2321492433547974,1.2199138402938845,1.227129340171814,0.0,1.3796910047531128,1.384466290473938,1.3758565187454224,1.3798813819885254,0.0,1334.4000244140625,1338.0,1326.800048828125,1338.0,27.0,63.88999938964844,64.16999816894531,63.310001373291016,63.970001220703125,444384.0,1.41,248.859,108.1526,11.91,2.57,0,,,,,,TRAIN
2018-01-18,1.218145489692688,1.2262566089630127,1.2175078392028809,1.218397855758667,0.0,1.382590413093567,1.3910139799118042,1.380662441253662,1.382800817489624,0.0,1328.9000244140625,1328.9000244140625,1326.0,1326.0,211.0,64.06999969482422,64.3499984741211,63.470001220703125,63.95000076293945,204504.0,1.41,248.859,108.0655,12.22,2.62,0,,,,,,TRAIN
2018-01-19,1.223585844039917,1.2294830083847046,1.222030758857727,1.2236607074737549,0.0,1.3893712759017944,1.3947001695632937,1.3843704462051392,1.3894678354263306,0.0,1330.0999755859375,1333.0,1330.0999755859375,1331.9000244140625,50.0,63.7400016784668,63.77000045776367,62.84999847412109,63.369998931884766,142711.0,1.41,248.859,107.9455,11.27,2.64,0,,,,,,TRAIN
2018-01-22,1.2255953550338743,1.2266627550125122,1.2214635610580444,1.2255502939224243,0.0,1.388946771621704,1.396921157836914,1.385809302330017,1.3891589641571045,0.0,1328.4000244140625,1330.9000244140625,1328.4000244140625,1330.9000244140625,162.0,63.61000061035156,64.13999938964844,63.16999816894531,63.4900016784668,625662.0,1.41,248.859,108.107,11.03,2.66,1,TARIFF,Section 201 tariffs on solar panels and washing machines,MEDIUM,"EURUSD,GBPUSD,GOLD,OIL",TRAIN,TRAIN
2018-01-23,1.225730538368225,1.2306995391845703,1.2223594188690186,1.2256253957748413,0.0,1.3984841108322144,1.402917981147766,1.391788363456726,1.3984841108322144,0.0,1335.800048828125,1335.9000244140625,1335.699951171875,1335.699951171875,47.0,63.880001068115234,64.87999725341797,63.70000076293945,64.47000122070312,662456.0,1.41,248.859,107.9979,11.1,2.63,0,,,,,,TRAIN
2018-01-24,1.2309662103652954,1.240199327468872,1.2295132875442505,1.2310267686843872,0.0,1.4012471437454224,1.4239740371704102,1.4001679420471191,1.401738166809082,0.0,1355.9000244140625,1357.199951171875,1355.9000244140625,1355.9000244140625,18.0,64.41999816894531,66.05000305175781,64.33999633789062,65.61000061035156,887018.0,1.41,248.859,107.0802,11.47,2.65,0,,,,,,TRAIN
2018-01-25,1.23960280418396,1.2529915571212769,1.2386507987976074,1.239111304283142,0.0,1.42237389087677,1.4339590072631836,1.421666145324707,1.4220906496047974,0.0,1356.300048828125,1362.4000244140625,1346.699951171875,1362.4000244140625,4.0,65.87999725341797,66.66000366210938,65.08000183105469,65.51000213623047,771758.0,1.41,248.859,106.5052,11.58,2.63,0,,,,,,TRAIN
2018-01-26,1.239234209060669,1.2490164041519165,1.2387429475784302,1.239234209060669,0.0,1.4150274991989136,1.428122639656067,1.4147073030471802,1.4150274991989136,0.0,1351.5999755859375,1352.0,1350.9000244140625,1351.5999755859375,280546.0,65.25,66.3499984741211,64.91000366210938,66.13999938964844,678186.0,1.41,248.859,106.6911,11.08,2.66,0,,,,,,TRAIN
2018-01-29,1.2428226470947266,1.243193507194519,1.2338062524795532,1.2428072690963743,0.0,1.4149274826049805,1.4158289432525637,1.402721285820007,1.4149274826049805,0.0,,,,,,66.18000030517578,66.45999908447266,64.9800033569336,65.55999755859375,656168.0,1.41,248.859,107.1142,13.84,2.7,0,,,,,,TRAIN
2018-01-30,1.238175392150879,1.245221495628357,1.233684539794922,1.2381141185760498,0.0,1.4072812795639038,1.414987564086914,1.3983275890350342,1.4076577425003052,0.0,1338.699951171875,1347.800048828125,1332.800048828125,1335.4000244140625,52100.0,65.52999877929688,65.55999755859375,63.88999938964844,64.5,688380.0,1.41,248.859,107.1064,14.79,2.73,0,,,,,,TRAIN
2018-01-31,1.240833401679993,1.2476606369018557,1.2400639057159424,1.2409565448760986,0.0,1.4153079986572266,1.4224750995635986,1.4129881858825684,1.4155884981155396,0.0,1337.5,1346.9000244140625,1331.800048828125,1339.0,4881.0,64.02999877929688,64.94000244140625,63.66999816894531,64.7300033569336,613258.0,1.41,248.859,106.7696,13.54,2.72,0,,,,,,TRAIN
2018-02-01,1.2417423725128174,1.2487823963165283,1.2386507987976074,1.241865873336792,0.0,1.4200108051300049,1.4273276329040527,1.4162501096725464,1.420051097869873,0.0,1343.800048828125,1350.5999755859375,1336.800048828125,1344.300048828125,1680.0,64.76000213623047,66.25,64.62999725341797,65.80000305175781,685750.0,1.42,249.529,106.4877,13.47,2.78,0,,,,,,TRAIN
2018-02-02,1.2512669563293457,1.251799464225769,1.241187572479248,1.2510008811950684,0.0,1.4267168045043943,1.427633285522461,1.4104372262954712,1.4266760349273682,0.0,1348.5,1352.0999755859375,1327.699951171875,1333.699951171875,2841.0,65.98999786376953,66.30000305175781,64.47000122070312,65.44999694824219,857572.0,1.42,249.529,107.1151,17.31,2.84,0,,,,,,TRAIN
2018-02-05,1.2447099685668943,1.2478163242340088,1.2401562929153442,1.244694471359253,0.0,1.411213517189026,1.4150274991989136,1.3989927768707275,1.411133885383606,0.0,1331.0999755859375,1340.199951171875,1329.0,1333.0,641.0,65.0999984741211,65.4000015258789,63.41999816894531,64.1500015258789,891063.0,1.42,249.529,107.33,37.32,2.77,0,,,,,,TRAIN
2018-02-06,1.236827731132507,1.2428536415100098,1.231618046760559,1.2367818355560305,0.0,1.3941168785095217,1.3998740911483765,1.3840447664260864,1.3943694829940796,0.0,1338.199951171875,1343.699951171875,1319.5,1326.0999755859375,529.0,63.43000030517578,64.29000091552734,63.119998931884766,63.38999938964844,797814.0,1.42,249.529,107.5204,29.98,2.79,0,,,,,,TRAIN
2018-02-07,1.2381447553634644,1.2403254508972168,1.2278525829315186,1.238129496574402,0.0,1.395965576171875,1.3992276191711426,1.3871742486953735,1.395868182182312,0.0,1325.4000244140625,1331.0999755859375,1310.5,1311.5999755859375,491.0,63.91999816894531,64.18000030517578,61.25,61.790000915527344,1029408.0,1.42,249.529,107.7175,27.73,2.84,0,,,,,,TRAIN
2018-02-08,1.2268433570861816,1.2294527292251587,1.2216575145721436,1.2268133163452148,0.0,1.3879250288009644,1.4063708782196045,1.3848114013671875,1.3879250288009644,0.0,1317.0999755859375,1321.0999755859375,1307.0,1316.9000244140625,459.0,61.70000076293945,62.09000015258789,60.27000045776367,61.150001525878906,929578.0,1.42,249.529,108.3025,33.46,2.85,0,,,,,,TRAIN
2018-02-09,1.2260762453079224,1.2285465002059937,1.2226433753967283,1.2260762453079224,0.0,1.393378734588623,1.3986600637435913,1.378796935081482,1.3934950828552246,0.0,1320.9000244140625,1322.0,1311.9000244140625,1313.0999755859375,451.0,60.43000030517578,60.77000045776367,58.06999969482422,59.20000076293945,933307.0,1.42,249.529,108.2582,29.06,2.83,0,,,,,,TRAIN
2018-02-12,1.2253400087356567,1.2297097444534302,1.2236307859420776,1.2252799272537231,0.0,1.3825522661209106,1.3874821662902832,1.3798623085021973,1.3827433586120603,0.0,1323.800048828125,1325.5,1318.0,1324.199951171875,140.0,59.119998931884766,60.83000183105469,59.09999847412109,59.290000915527344,736917.0,1.42,249.529,108.0332,25.61,2.86,0,,,,,,TRAIN
2018-02-13,1.2301182746887207,1.2371996641159058,1.228606939315796,1.2303755283355713,0.0,1.3848114013671875,1.3924086093902588,1.383336305618286,1.3852334022521973,0.0,1324.5,1329.5999755859375,1323.4000244140625,1328.0999755859375,71.0,59.34999847412109,59.72999954223633,58.38999938964844,59.18999862670898,580600.0,1.42,249.529,107.7574,24.97,2.83,0,,,,,,TRAIN
2018-02-14,1.2352999448776243,1.2416189908981323,1.2278525829315186,1.235376238822937,0.0,1.3886960744857788,1.3980343341827393,1.3807005882263184,1.3886960744857788,0.0,1332.800048828125,1355.5,1324.0,1355.5,400.0,58.97999954223633,60.900001525878906,58.20000076293945,60.59999847412109,650324.0,1.42,249.529,107.4691,19.26,2.91,0,,,,,,TRAIN
2018-02-15,1.2467117309570312,1.2511996030807495,1.2450509071350098,1.2467273473739624,0.0,1.4015023708343506,1.409840703010559,1.4001288414001465,1.401581048965454,0.0,1352.0,1355.9000244140625,1349.699951171875,1352.0999755859375,111.0,60.709999084472656,61.63999938964844,59.720001220703125,61.34000015258789,340401.0,1.42,249.529,106.9867,19.13,2.9,0,,,,,,TRAIN
2018-02-16,1.250734806060791,1.2558081150054932,1.2430543899536133,1.2503595352172852,0.0,1.4105764627456665,1.414467215538025,1.4006386995315552,1.4104173183441162,0.0,1354.0,1361.4000244140625,1344.9000244140625,1353.199951171875,110.0,61.45000076293945,61.9900016784668,60.880001068115234,61.68000030517578,181179.0,1.42,249.529,107.0359,19.46,2.87,0,,,,,,TRAIN
2018-02-19,1.241187572479248,1.2437996864318848,1.2371032238006592,1.241187572479248,0.0,1.403311848640442,1.405283808708191,1.3962385654449463,1.403154373168945,0.0,,,,,,,,,,,1.42,249.529,107.0359,19.46,2.87,0,,,,,,TRAIN
2018-02-20,1.2399102449417114,1.2409104108810425,1.2321947813034058,1.2398641109466553,0.0,1.3992668390274048,1.4023475646972656,1.393378734588623,1.3992668390274048,0.0,1348.4000244140625,1350.199951171875,1328.5,1328.800048828125,283.0,61.630001068115234,62.7400016784668,61.58000183105469,61.900001525878906,794481.0,1.42,249.529,107.6249,20.6,2.88,0,,,,,,TRAIN
2018-02-21,1.233547568321228,1.2347005605697632,1.2300727367401123,1.233532428741455,0.0,1.3999131917953491,1.4009525775909424,1.391072154045105,1.4001091718673706,0.0,1326.800048828125,1331.5,1324.4000244140625,1330.0,119.0,61.630001068115234,61.86000061035156,60.91999816894531,61.68000030517578,466924.0,1.42,249.529,107.8679,20.02,2.94,0,,,,,,TRAIN
2018-02-22,1.2280335426330566,1.2353304624557495,1.2261663675308228,1.2281843423843384,0.0,1.3910139799118042,1.395206093788147,1.385809302330017,1.3910139799118042,0.0,1322.0,1331.4000244140625,1322.0,1330.5999755859375,70.0,61.34000015258789,63.09000015258789,60.75,62.77000045776367,592603.0,1.42,249.529,107.8668,18.72,2.92,0,,,,,,TRAIN
2018-02-23,1.2326048612594604,1.233500361442566,1.2280486822128296,1.2326656579971311,0.0,1.3951282501220703,1.4004818201065063,1.3925055265426636,1.3953033685684204,0.0,1328.0,1332.0999755859375,1327.699951171875,1328.199951171875,427.0,62.59999847412109,63.72999954223633,62.33000183105469,63.54999923706055,460597.0,1.42,249.529,107.6804,16.49,2.88,0,,,,,,TRAIN
2018-02-26,1.2288333177566528,1.2354830503463743,1.228244662284851,1.228712558746338,0.0,1.396921157836914,1.4072614908218384,1.3933398723602295,1.3968042135238647,0.0,1335.0,1340.5,1330.699951171875,1330.699951171875,652.0,63.59999847412109,64.23999786376953,63.060001373291016,63.90999984741211,469853.0,1.42,249.529,107.7347,15.8,2.86,0,,,,,,TRAIN
2018-02-27,1.231602907180786,1.2345678806304932,1.2223145961761477,1.2315573692321775,0.0,1.396453022956848,1.3994430303573608,1.3861743211746216,1.3966480493545532,0.0,1331.699951171875,1332.5999755859375,1312.699951171875,1315.5,710.0,64.05999755859375,64.08000183105469,62.63999938964844,63.0099983215332,562670.0,1.42,249.529,108.1731,18.59,2.9,0,,,,,,TRAIN
2018-02-28,1.2222100496292114,1.224289894104004,1.2189176082611084,1.2230321168899536,0.0,1.3903371095657349,1.3915947675704956,1.377771019935608,1.390607833862305,0.0,1315.4000244140625,1321.0,1315.4000244140625,1315.5,58.0,62.790000915527344,63.43999862670898,61.36000061035156,61.63999938964844,768409.0,1.42,249.529,108.3903,19.85,2.87,0,,,,,,TRAIN
2018-03-01,1.2190959453582764,1.2221801280975342,1.2157995700836182,1.2191256284713743,0.0,1.3753076791763306,1.3777141571044922,1.3715351819992063,1.375421166419983,0.0,1310.4000244140625,1318.0999755859375,1301.800048828125,1302.9000244140625,43.0,61.54999923706055,61.83000183105469,60.18000030517578,60.9900016784668,812505.0,1.51,249.577,108.5358,22.47,2.81,1,TARIFF,Trump announces 25% steel and 10% aluminum tariffs (Section 232),HIGH,"EURUSD,GBPUSD,GOLD,OIL",TRAIN,TRAIN
2018-03-02,1.227129340171814,1.2330456972122192,1.2252799272537231,1.2270842790603638,0.0,1.377467393875122,1.381577968597412,1.375932216644287,1.377543330192566,0.0,1314.300048828125,1323.199951171875,1314.300048828125,1321.0999755859375,155.0,61.34000015258789,61.59999847412109,60.130001068115234,61.25,613514.0,1.51,249.577,108.5358,19.59,2.86,0,,,,,,TRAIN
2018-03-05,1.231845736503601,1.2348270416259766,1.2275512218475342,1.2315422296524048,0.0,1.3798813819885254,1.3877323865890503,1.3769173622131348,1.3795006275177002,0.0,1323.5,1325.9000244140625,1318.0999755859375,1318.0999755859375,18.0,61.54999923706055,62.790000915527344,61.09999847412109,62.56999969482422,599266.0,1.51,249.577,108.3614,18.73,2.88,0,,,,,,TRAIN
2018-03-06,1.2337758541107178,1.2419891357421875,1.233121633529663,1.2336541414260864,0.0,1.3850032091140747,1.392835259437561,1.382055401802063,1.3852334022521973,0.0,1321.5999755859375,1333.5999755859375,1321.4000244140625,1333.5999755859375,18.0,62.58000183105469,63.27999877929688,62.16999816894531,62.59999847412109,634953.0,1.51,249.577,107.7969,18.36,2.88,0,,,,,,TRAIN
2018-03-07,1.2419275045394895,1.2440595626831057,1.2386049032211304,1.2416653633117676,0.0,1.39002788066864,1.3910139799118042,1.384868860244751,1.390008568763733,0.0,1338.0999755859375,1338.0999755859375,1326.0,1326.0,27.0,62.29999923706055,62.58000183105469,60.58000183105469,61.150001525878906,879119.0,1.51,249.577,108.0911,17.76,2.89,0,,,,,,TRAIN
2018-03-08,1.2416189908981323,1.24447762966156,1.2306329011917114,1.2414649724960327,0.0,1.390627145767212,1.391207575798035,1.3814635276794434,1.390627145767212,0.0,1324.800048828125,1326.800048828125,1319.300048828125,1319.9000244140625,62.0,61.33000183105469,61.400001525878906,59.95000076293945,60.119998931884766,720510.0,1.51,249.577,108.2671,16.54,2.86,0,,,,,,TRAIN
2018-03-09,1.2307844161987305,1.2333801984786987,1.2275512218475342,1.2306632995605469,0.0,1.380319356918335,1.3886574506759644,1.3789299726486206,1.3805670738220217,0.0,1316.800048828125,1322.4000244140625,1313.0,1322.4000244140625,88.0,60.27000045776367,62.18000030517578,60.13999938964844,62.040000915527344,659722.0,1.51,249.577,107.923,14.64,2.9,0,,,,,,TRAIN
2018-03-12,1.2308601140975952,1.2342007160186768,1.229135513305664,1.2308752536773682,0.0,1.385809302330017,1.390627145767212,1.3843896389007568,1.38554048538208,0.0,1319.4000244140625,1319.4000244140625,1319.4000244140625,1319.4000244140625,0.0,62.09999847412109,62.33000183105469,60.66999816894531,61.36000061035156,537990.0,1.51,249.577,107.9438,15.78,2.87,0,,,,,,TRAIN
2018-03-13,1.2338672876358032,1.2398948669433594,1.231496810913086,1.2339584827423096,0.0,1.3908206224441528,1.3987970352172852,1.387578368186951,1.3907625675201416,0.0,1325.9000244140625,1325.9000244140625,1325.300048828125,1325.9000244140625,13.0,61.369998931884766,61.970001220703125,60.27000045776367,60.709999084472656,747738.0,1.51,249.577,107.7384,16.35,2.84,0,,,,,,TRAIN
2018-03-14,1.2392956018447876,1.2416189908981323,1.235010027885437,1.239234209060669,0.0,1.397252917289734,1.3997761011123655,1.3926994800567627,1.397233486175537,0.0,1322.199951171875,1324.4000244140625,1322.199951171875,1324.4000244140625,19.0,60.869998931884766,61.33000183105469,60.11000061035156,60.959999084472656,665017.0,1.51,249.577,107.8623,17.23,2.81,0,,,,,,TRAIN
2018-03-15,1.2375319004058838,1.2386969327926636,1.2320733070373535,1.2375624179840088,0.0,1.3970773220062256,1.3987970352172852,1.3924474716186523,1.3971552848815918,0.0,1316.800048828125,1316.800048828125,1316.800048828125,1316.800048828125,0.0,60.95000076293945,61.540000915527344,60.81999969482422,61.18999862670898,430201.0,1.51,249.577,108.2032,16.59,2.82,0,,,,,,TRAIN
2018-03-16,1.2307692766189575,1.23350191116333,1.2261513471603394,1.2309207916259766,0.0,1.3937865495681765,1.398014783859253,1.3892555236816406,1.3938642740249634,0.0,1310.0999755859375,1311.300048828125,1310.0999755859375,1311.300048828125,34.0,61.18999862670898,62.540000915527344,61.08000183105469,62.34000015258789,202493.0,1.51,249.577,108.4332,15.8,2.85,0,,,,,,TRAIN
2018-03-19,1.228078842163086,1.2332433462142944,1.226046085357666,1.228078842163086,0.0,1.3943500518798828,1.4087482690811155,1.3914011716842651,1.3943500518798828,0.0,1309.4000244140625,1316.9000244140625,1307.300048828125,1316.800048828125,6.0,62.22999954223633,62.34999847412109,61.36000061035156,62.060001373291016,115962.0,1.51,249.577,108.3145,19.02,2.85,0,,,,,,TRAIN
2018-03-20,1.2338062524795532,1.2354220151901243,1.2264971733093262,1.233684539794922,0.0,1.4023277759552002,1.406865477561951,1.3985426425933838,1.4025245904922483,0.0,1311.0999755859375,1311.0999755859375,1311.0999755859375,1311.0999755859375,4.0,62.09999847412109,63.810001373291016,62.08000183105469,63.400001525878906,717709.0,1.51,249.577,108.4953,18.2,2.89,0,,,,,,TRAIN
2018-03-21,1.224814772605896,1.229619026184082,1.2246992588043213,1.2251899242401123,0.0,1.400403380393982,1.4078954458236694,1.4003640413284302,1.4004818201065063,0.0,1312.4000244140625,1328.800048828125,1312.4000244140625,1320.699951171875,34.0,63.720001220703125,65.55000305175781,63.58000183105469,65.16999816894531,763768.0,1.51,249.577,108.4953,17.86,2.89,0,,,,,,TRAIN
2018-03-22,1.234872817993164,1.2386815547943115,1.230042576789856,1.234766125679016,0.0,1.4144271612167358,1.4199503660202026,1.4079549312591553,1.414627194404602,0.0,1326.5999755859375,1326.5999755859375,1326.5999755859375,1326.5999755859375,0.0,65.5,65.73999786376953,64.13999938964844,64.30000305175781,689172.0,1.51,249.577,107.9935,23.34,2.83,1,TARIFF,Section 301 memorandum directing tariffs on China,HIGH,"EURUSD,GBPUSD,GOLD,OIL",TRAIN,TRAIN
2018-03-23,1.2326048612594604,1.2360174655914309,1.2319974899291992,1.2324985265731812,0.0,1.4112931489944458,1.4170929193496704,1.4088078737258911,1.4114724397659302,0.0,1343.199951171875,1349.300048828125,1343.199951171875,1349.300048828125,8.0,64.27999877929688,66.0,64.11000061035156,65.87999725341797,752994.0,1.51,249.577,107.7495,24.87,2.82,0,,,,,,TRAIN
2018-03-26,1.2353914976119995,1.2448959350585938,1.2352389097213743,1.235437273979187,0.0,1.414627194404602,1.4245014190673828,1.414627194404602,1.4147672653198242,0.0,1348.5,1354.4000244140625,1345.0999755859375,1354.4000244140625,10.0,65.9000015258789,66.55000305175781,65.08000183105469,65.55000305175781,585899.0,1.51,249.577,107.1819,21.03,2.85,0,,,,,,TRAIN
2018-03-27,1.2455006837844849,1.2478163242340088,1.237332820892334,1.2457488775253296,0.0,1.423669934272766,1.4242985248565674,1.4069050550460815,1.423892855644226,0.0,1341.0,1341.300048828125,1341.0,1341.300048828125,290889.0,65.52999877929688,66.41000366210938,64.52999877929688,65.25,670811.0,1.51,249.577,107.3359,22.5,2.78,0,,,,,,TRAIN
2018-03-28,1.240802526473999,1.2422360181808472,1.233714938163757,1.240787148475647,0.0,1.417575120925903,1.420454502105713,1.409343957901001,1.417635440826416,0.0,1345.0,1346.4000244140625,1322.4000244140625,1324.199951171875,59284.0,64.69999694824219,65.12999725341797,63.720001220703125,64.37999725341797,697678.0,1.51,249.577,107.5733,22.87,2.77,0,,,,,,TRAIN
2018-03-29,1.231284499168396,1.2338062524795532,1.2285163402557373,1.2310267686843872,0.0,1.408450722694397,1.409641981124878,1.4020919799804688,1.4080342054367063,0.0,1324.0,1327.0999755859375,1321.699951171875,1322.800048828125,5585.0,64.69000244140625,65.26000213623047,64.16000366210938,64.94000244140625,562819.0,1.51,249.577,107.665,19.97,2.74,0,,,,,,TRAIN
2018-03-30,1.2302544116973877,1.2333498001098633,1.229800581932068,1.2302846908569336,0.0,1.4028589725494385,1.4061731100082395,1.401443600654602,1.4029377698898315,0.0,,,,,,,,,,,1.51,249.577,107.4784,19.97,2.74,0,,,,,,TRAIN
2018-04-02,1.231284499168396,1.2345678806304932,1.228380560874939,1.231420874595642,0.0,1.4035875797271729,1.407736897468567,1.402760624885559,1.403823971748352,0.0,1327.0,1344.199951171875,1324.699951171875,1342.0999755859375,649.0,64.91000366210938,65.41999816894531,62.79999923706055,63.0099983215332,582742.0,1.69,250.227,107.7033,23.62,2.73,1,TARIFF,China imposes retaliatory tariffs on US goods,HIGH,"EURUSD,GBPUSD,GOLD,OIL",TRAIN,TRAIN
2018-04-03,1.2293318510055542,1.2336997985839844,1.225505232810974,1.229271411895752,0.0,1.4050863981246948,1.4088475704193115,1.4023277759552002,1.4046719074249268,0.0,1340.4000244140625,1341.5,1328.5,1332.800048828125,702.0,62.88999938964844,63.86000061035156,62.86000061035156,63.5099983215332,527289.0,1.69,250.227,107.5624,21.1,2.79,0,,,,,,TRAIN
2018-04-04,1.2279430627822876,1.2310571670532229,1.225760579109192,1.2278525829315186,0.0,1.4071228504180908,1.409840703010559,1.401738166809082,1.406865477561951,0.0,1331.800048828125,1347.300048828125,1331.5999755859375,1335.800048828125,718.0,63.59000015258789,63.63999938964844,62.060001373291016,63.369998931884766,760596.0,1.69,250.227,107.6361,20.06,2.79,0,,,,,,TRAIN
2018-04-05,1.2287880182266235,1.2291052341461182,1.2219412326812744,1.228682279586792,0.0,1.4087880849838257,1.409602165222168,1.396765112876892,1.4088078737258911,0.0,1333.5,1333.699951171875,1322.5999755859375,1324.300048828125,258.0,63.59999847412109,64.12000274658203,63.06999969482422,63.540000915527344,588597.0,1.69,250.227,107.7281,18.94,2.83,0,,,,,,TRAIN
2018-04-06,1.2250999212265017,1.2280033826828003,1.221806883811951,1.2251598834991455,0.0,1.4007760286331177,1.410258173942566,1.3984057903289795,1.400874137878418,0.0,1326.5,1333.0,1319.0,1331.9000244140625,348.0,63.70000076293945,63.790000915527344,61.810001373291016,62.060001373291016,753262.0,1.69,250.227,107.7886,21.49,2.77,0,,,,,,TRAIN
2018-04-09,1.227144479751587,1.2330456972122192,1.2262566089630127,1.227144479751587,0.0,1.409085750579834,1.4164307117462158,1.4081333875656128,1.4091651439666748,0.0,1333.0,1337.5,1327.0,1336.300048828125,290.0,62.0,63.61000061035156,61.93000030517578,63.41999816894531,655831.0,1.69,250.227,107.5316,21.77,2.78,0,,,,,,TRAIN
2018-04-10,1.2322251796722412,1.2377768754959106,1.2303755283355713,1.2322403192520142,0.0,1.4133875370025637,1.4187617301940918,1.4122298955917358,1.4138271808624268,0.0,1335.199951171875,1342.0,1333.0,1342.0,105.0,63.29999923706055,65.86000061035156,63.20000076293945,65.51000213623047,840280.0,1.69,250.227,107.3659,20.47,2.8,0,,,,,,TRAIN
2018-04-11,1.2363842725753784,1.2393723726272583,1.235406756401062,1.2363078594207764,0.0,1.4181782007217407,1.4222726821899414,1.4162299633026123,1.4182183742523191,0.0,1340.0999755859375,1365.4000244140625,1340.0999755859375,1356.5,118.0,65.58999633789062,67.44999694824219,65.1500015258789,66.81999969482422,963017.0,1.69,250.227,107.1224,20.24,2.79,0,,,,,,TRAIN
2018-04-12,1.237623691558838,1.2379761934280396,1.230042576789856,1.2371643781661987,0.0,1.418781876564026,1.424663782119751,1.4147073030471802,1.4189025163650513,0.0,1351.199951171875,1351.5,1334.5999755859375,1338.4000244140625,34.0,66.75,67.33000183105469,66.0,67.06999969482422,687468.0,1.69,250.227,107.2905,18.49,2.83,0,,,,,,TRAIN
2018-04-13,1.2333498001098633,1.234872817993164,1.2308752536773682,1.2329696416854858,0.0,1.4239537715911863,1.429592490196228,1.422313213348389,1.4238117933273315,0.0,1335.9000244140625,1346.0,1335.9000244140625,1344.800048828125,67.0,67.18000030517578,67.76000213623047,66.69999694824219,67.38999938964844,624203.0,1.69,250.227,107.2368,17.41,2.82,0,,,,,,TRAIN
2018-04-16,1.233304142951965,1.2394031286239624,1.232635259628296,1.233258605003357,0.0,1.4246435165405271,1.4336917400360107,1.4238320589065552,1.4246840476989746,0.0,1341.0,1348.800048828125,1341.0,1347.5,60.0,67.23999786376953,67.73999786376953,66.12999725341797,66.22000122070312,560076.0,1.69,250.227,107.0595,16.56,2.83,0,,,,,,TRAIN
2018-04-17,1.238466739654541,1.2415003776550293,1.2338367700576782,1.2385127544403076,0.0,1.4341851472854614,1.4377111196517944,1.4294085502624512,1.4342057704925537,0.0,1348.0,1348.0999755859375,1339.0,1347.199951171875,409.0,66.41999816894531,66.75,65.55999755859375,66.5199966430664,486076.0,1.69,250.227,107.0344,15.25,2.82,0,,,,,,TRAIN
2018-04-18,1.2373021841049194,1.2396950721740725,1.2344460487365725,1.237317442893982,0.0,1.4297561645507812,1.431639313697815,1.417474627494812,1.429653882980347,0.0,1343.5,1354.199951171875,1343.5,1351.199951171875,45.0,66.68000030517578,68.91000366210938,66.55999755859375,68.47000122070312,221664.0,1.69,250.227,107.1096,15.6,2.87,0,,,,,,TRAIN
2018-04-19,1.2378535270690918,1.240199327468872,1.2330456972122192,1.237914800643921,0.0,1.4203133583068848,1.4247043132781982,1.4166713953018188,1.4204343557357788,0.0,1348.5999755859375,1355.199951171875,1341.5999755859375,1346.800048828125,387.0,68.75,69.55999755859375,67.9800033569336,68.29000091552734,125993.0,1.69,250.227,107.5197,15.96,2.92,0,,,,,,TRAIN
2018-04-20,1.2344155311584473,1.2352694272994995,1.225505232810974,1.2345526218414309,0.0,1.4084309339523315,1.4088475704193115,1.4008938074111938,1.4086490869522097,0.0,1342.5,1343.4000244140625,1335.300048828125,1336.699951171875,310.0,68.26000213623047,68.62000274658203,67.5,68.37999725341797,724906.0,1.69,250.227,108.1787,16.88,2.96,0,,,,,,TRAIN
2018-04-23,1.227385401725769,1.2289692163467407,1.2212249040603638,1.2273402214050293,0.0,1.4003444910049438,1.404297113418579,1.3938837051391602,1.4001679420471191,0.0,1334.0,1334.4000244140625,1322.5,1322.5,68.0,68.22000122070312,69.02999877929688,67.13999938964844,68.63999938964844,740941.0,1.69,250.227,108.9332,16.34,2.98,0,,,,,,TRAIN
2018-04-24,1.2211204767227173,1.223466157913208,1.2184869050979614,1.22089684009552,0.0,1.393844723701477,1.39819073677063,1.3919821977615356,1.3938252925872805,0.0,1326.4000244140625,1331.699951171875,1326.199951171875,1331.4000244140625,28.0,68.94999694824219,69.37999725341797,67.54000091552734,67.69999694824219,832296.0,1.69,250.227,108.7906,18.02,3.0,0,,,,,,TRAIN
2018-04-25,1.2236157655715942,1.2236157655715942,1.21690034866333,1.2241400480270386,0.0,1.3992079496383667,1.3992079496383667,1.39271879196167,1.3993842601776123,0.0,1324.0,1325.0,1320.0,1321.199951171875,278.0,67.75,68.18000030517578,67.11000061035156,68.05000305175781,764049.0,1.69,250.227,109.3447,17.84,3.03,0,,,,,,TRAIN
